,Unnamed: 0,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact
389,390,Arabica,juan luis alvarado romero,Guatemala,el morito,,beneficio ixchel,11 23 1040,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Caf ,2013,"Jul 16, 2013",Juan Luis Alvarado Romero,Bourbon,Washed   Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42,0.11,0,0.0,Green,0,"Jul 16, 2014",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
390,391,Arabica,kona pacific farmers cooperati,United States (Hawaii),,,,2233803 KONA NO. 1,kona pacific farmers cooperati,,kona,,13,100 lbs,Specialty Coffee Association,2012,"Jan 24, 2013",Kona Pacific Farmers Cooperati,Hawaiian Kona,Natural   Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.42,0.0,0,0.0,Green,2,"Jan 24, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
391,392,Arabica,exportadora cafe condor s.a,Colombia,various,,trilladora boaza,3 68 0147,exportadora cafe condor s.a,1450 msnm,cundinamarca,Exportadora cafe condor,250,70 kg,Almacaf ,2012,"Jun 26, 2012",Exportadora Cafe Condor S.A,Caturra,Washed   Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42,0.11,0,0.0,Green,2,"Jun 26, 2013",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
392,393,Arabica,federacion nacional cafeteros,Colombia,,,,03 01 0424,,,huila,,250,70 kg,Almacaf ,,"Feb 01, 2011",Federaci n Nacional Cafeteros,,,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.1,1,0.0,,3,"Feb 01, 2012",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
393,394,Arabica,kona pacific farmers cooperati,United States (Hawaii),kona pacific farmers cooperati,,,HDOA 210127 Kona Extra Fancy,,,kona,Kona Pacific Farmers Co Op,12,60 kg,Specialty Coffee Association,2010,"Dec 27, 2010",Kona Pacific Farmers Cooperati,,,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.42,0.01,0,0.0,,0,"Dec 27, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
394,395,Arabica,doi tung development project,Thailand,doi tung development project,,,,,,,Doi Tung Development Project,4,1 lbs,Specialty Coffee Association,,"Apr 13, 2010",Doi Tung Development Project,Peaberry,,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,7.83,83.42,0.11,0,0.0,,0,"Apr 13, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
395,396,Arabica,grounds for health admin,Mexico,,,,016 2729 001 A LAB SS2,,900 1200mtr,nayarit,Productores Cafe El Cuarenteno,6,6,Specialty Coffee Association,January Through April,"May 26, 2010",Grounds for Health Admin,,,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,8.0,83.38,0.09,2,0.0,,4,"May 26, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
396,397,Arabica,exportadora cafe condor s.a,Colombia,various,68 0054,boza   armenia,68 0054,exportadora cafe condor s.a,1650,huila,various,275,70 kg,Almacaf ,2016,"Nov 08, 2016",Exportadora Cafe Condor S.A,Caturra,Washed   Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.0,0,1.0,,0,"Nov 08, 2017",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
397,398,Arabica,racafe   cia s.c.a,Colombia,,3 37 3729,bachue,3 37 3729,racafe   cia s.c.a,,guayata,,130,70 kg,Almacaf ,2016,"Jun 15, 2016",Racafe   Cia S.C.A,Caturra,Washed   Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,7.67,83.33,0.0,0,0.0,Blue Green,0,"Jun 15, 2017",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
398,399,Arabica,racafe   cia s.c.a,Colombia,,3 37 2623,bachue,3 37 2623,racafe   cia s.c.a,,huila,La Plata,275,70 kg,Almacaf ,2016,"May 05, 2016",Racafe   Cia S.C.A,Caturra,Washed   Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.0,1,0.0,Green,2,"May 05, 2017",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
399,400,Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002 1660 0106,ipanema coffees,1227,south of minas,Ipanema Agr cola SA,10,2 kg,Specialty Coffee Association,2015 2016,"Oct 12, 2015",Ipanema Coffees,Catuai,Semi washed   Semi pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,83.33,0.1,1,0.0,Green,5,"Oct 11, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
400,401,Arabica,andreas kussmaul,Mexico,ecc,,ecc,1620280402,exportadora caf  california,1200,chiapas,ECC,275,1 kg,Asociaci n Mexicana Caf s y Ca,2014,"Jul 14, 2015",ANDREAS KUSSMAUL,Caturra,Washed   Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,Green,2,"Jul 13, 2016",Asociaci n Mexicana Caf s y Ca,3441698871fa609a44ce947e8944ee,9894541e8065ee718165a1d432389d
401,402,Arabica,exportadora cafe condor s.a,Colombia,various,,trilladora agricola,3 68 0103,exportadora cafe condor s.a,1650 msnm,santander,varios,275,70 kg,Almacaf ,2015,"Apr 08, 2015",Exportadora Cafe Condor S.A,Caturra,Washed   Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,83.33,0.11,0,0.0,Green,1,"Apr 07, 2016",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
402,403,Arabica,afca,"Tanzania, United Republic Of",mondul coffee estate,,mondul coffee estate,C27,mondul coffee estate,1700,arusha,Mondul Coffee Estate,10,60 kg,Africa Fine Coffee Association,2014,"Dec 12, 2014",AFCA,,Semi washed   Semi pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,Green,6,"Dec 12, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e5,c4ab13415cdd69376a93780c0166e7
403,404,Arabica,j.andrade,Mexico,el pino,,"el pino, cosautlan carvajal",0,"caf  andrade, s.a. c.v.",1100,veracruz,JOS  LUIS ANDRASANDARA,200,1 kg,AMECAFE,2013,"Jul 15, 2014",J.ANDRADE,,Washed   Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.12,0,0.0,Green,0,"Jul 15, 2015",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
404,405,Arabica,the coffee source inc.,Costa Rica,several,,cafe altura san ramon,5 562 0013,the coffee source inc.,1300 msnm,san ramon,SEVERAL,250,3 lbs,Specialty Coffee Association,2014,"Apr 07, 2014",The Coffee Source Inc.,Caturra,Washed   Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,Green,3,"Apr 07, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
405,406,Arabica,eileen koyanagi,United States (Hawaii),,,,KP012314,kona pacific farmers cooperati,,kona,,12,100 lbs,Specialty Coffee Association,2014,"Feb 25, 2014",Eileen Koyanagi,Hawaiian Kona,Natural   Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,7.83,83.33,0.11,0,0.0,Bluish Green,1,"Feb 25, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
406,407,Arabica,eric thormaehlen,Costa Rica,several,,several   coricafe dry mill,5 0048 0023,coricafe s.a.,1100 1300,central valley,CORICAFE BLEND,250,1 kg,Specialty Coffee Association o,2013,"Feb 14, 2014",Eric Thormaehlen,Catuai,Washed   Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,83.33,0.11,0,0.0,Green,3,"Feb 14, 2015",Specialty Coffee Association o,8e0b118f3cf3121ab27c5387deacdb,5eb2b7129d9714c43825e44dc3bca9
407,408,Arabica,dane loraas,Peru,,,,030 0695 1742,sustainable harvest,,,,280,5 lbs,Specialty Coffee Association,2013,"Jan 21, 2014",Dane Loraas,,Washed   Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,7.5,83.33,0.12,0,0.0,Green,5,"Jan 21, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
408,409,Arabica,itiah coffee llc,Haiti,marre blanche,,,,itiah coffee llc.,4200 feet,"thiotte, haiti",COOPCAB,2,4 lbs,Specialty Coffee Association,2012,"Oct 03, 2013",ITIAH COFFEE LLC,Typica,Washed   Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33,0.11,0,0.0,Green,4,"Oct 03, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
409,410,Arabica,carcafe ltda ci,Colombia,,,neiva,3 59 1326,carcafe ltda,1000 msnm,pitalito,ORLANDO ORTIZ   HIPOLITO TORRE,250,70 kg,Almacaf ,2013,"Apr 26, 2013",CARCAFE LTDA CI,Caturra,Natural   Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,83.33,0.11,0,0.0,Green,1,"Apr 26, 2014",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
410,411,Arabica,juan luis alvarado romero,Guatemala,el sacramento,,beneficio ixchel,11 23 0419,"unex guatemala, s.a.",4300,oriente,LUIS RODRIGUEZ,250,69 kg,Asociacion Nacional Del Caf ,2013,"Feb 26, 2013",Juan Luis Alvarado Romero,Bourbon,Washed   Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.33,0.11,0,0.0,Green,3,"Feb 26, 2014",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
411,412,Arabica,kona pacific farmers cooperati,United States (Hawaii),,,,2234503 KONA PRIME,kona pacific farmers cooperati,,kona,,7,100 lbs,Specialty Coffee Association,2012,"Jan 24, 2013",Kona Pacific Farmers Cooperati,Hawaiian Kona,Natural   Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,7.83,83.33,0.1,0,0.0,Bluish Green,4,"Jan 24, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
412,413,Arabica,steven kil,Burundi,sogestal kayanza,,kiriyama washing station,,the specialty coffee appraiser,1880,kayanza,,220,60 kg,Specialty Coffee Association,2012,"Aug 29, 2012",Steven Kil,Bourbon,Washed   Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,7.83,83.33,0.0,0,0.0,,5,"Aug 29, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
413,414,Arabica,exportadora cafe condor s.a,Colombia,,,trilladora boaza,3 68 0133,exportadora cafe condor s.a,1750 msnm,huila,condor,250,70 kg,Almacaf ,2012,"May 30, 2012",Exportadora Cafe Condor S.A,Caturra,Washed   Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.33,0.0,0,0.0,Green,1,"May 30, 2013",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
414,415,Arabica,kona pacific farmers cooperati,United States (Hawaii),,,,,,,kona,,27,100 lbs,Specialty Coffee Association,,"Sep 20, 2011",Kona Pacific Farmers Cooperati,,,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,7.92,83.33,0.01,0,0.0,,0,"Sep 19, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
415,416,Arabica,kona pacific farmers cooperati,United States (Hawaii),,,,HDOA  210307,,,,,25,100 lbs,Specialty Coffee Association,,"Feb 24, 2011",Kona Pacific Farmers Cooperati,,,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,7.5,83.33,0.0,0,0.0,,0,"Feb 24, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
416,417,Arabica,cafe don balbino s.c. r.l. c.v,Mexico,corta pico,2016 2017 1,la catedral del cafe,,cafe don balbino s.c. r.l. c.v,1600,sierra madre occidental,BALBINO RAMIREZ FLORES,50,50 kg,Centro Agroecol gico del Caf  ,2017,"Mar 07, 2017",CAFE DON BALBINO S.C. R.L. C.V,Typica,Washed   Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,Blue Green,0,"Mar 07, 2018",Centro Agroecol gico del Caf  ,3b8dfdd621590b424ff64e0b76df7d,d470dc009281519e30da6ead1c649f
417,418,Arabica,troy quimby,Costa Rica,estate la patricia,LP C211 181,micro beneficio la caba a javi,,bold coast coffee,1900,tarrazu,Manuel Montero,29,46 kg,Specialty Coffee Association,2016,"Jan 30, 2017",Troy Quimby,Catuai,Pulped natural   honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Green,0,"Jan 30, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
418,419,Arabica,rodrigo soto,Costa Rica,coopellanobonito,s16292,coocafe r.l,5 139 0050,panamerican coffee trading,,tarrazu,Coopellanobonito,275,69 kg,Specialty Coffee Association o,2015,"Sep 20, 2016",Rodrigo Soto,,Washed   Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,,0,"Sep 20, 2017",Specialty Coffee Association o,8e0b118f3cf3121ab27c5387deacdb,5eb2b7129d9714c43825e44dc3bca9
419,420,Arabica,juan luis alvarado romero,Guatemala,linda vista,11 973 152,linda vista,11 973 152,mercon guatemala s.a.,2100,nuevo oriente,PABLO CHUY,275,0 kg,Asociacion Nacional Del Caf ,2016,"Aug 12, 2016",Juan Luis Alvarado Romero,Pacas,Washed   Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,83.25,0.11,0,2.0,Green,7,"Aug 12, 2017",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
420,421,Arabica,kawacom uganda ltd,Uganda,kawacom uganda ltd sipi farmer,035 170 5061178,kawacom,035 170 5061178,kawacom uganda ltd,,"sipi, mt elgon",Kawacom Uganda LTD,150,9000 kg,Uganda Coffee Development Auth,2015,"May 19, 2016",Kawacom Uganda LTD,SL14,Washed   Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,7.67,83.25,0.12,0,0.0,Green,1,"May 19, 2017",Uganda Coffee Development Auth,188fe373b511e21f614564bf86aa47,b7614767a5343729bbde3a2777c60c
421,422,Arabica,bourbon specialty coffees,Brazil,,43102245   P4615,dinamo armazens gerais ltda,002 4542 0189,bourbon specialty coffees,,campos altos   cerrado,,300,60 kg,Brazil Specialty Coffee Associ,2016,"Jan 12, 2016",BOURBON SPECIALTY COFFEES,,,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,8.0,83.25,0.12,0,0.0,Green,4,"Jan 11, 2017",Brazil Specialty Coffee Associ,3297cfa4c538e3dd03f72cc4082c54,8900f0bf1d0b2bafe6807a73562c76
422,423,Arabica,carcafe ltda ci,Colombia,,,neiva,3 59 0318,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN,304,35 kg,Almacaf ,2015 2016,"Nov 27, 2015",CARCAFE LTDA CI,Caturra,Natural   Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,83.25,0.0,0,0.0,Green,2,"Nov 26, 2016",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
423,424,Arabica,productos y servicios chilindr,Mexico,los charcos,,la yerba,3,productos y servicios chilindr,1261,cuarente o,Rafael Arroyo Zoto,11,2 kg,Asociaci n Mexicana Caf s y Ca,2015,"Jul 14, 2015",PRODUCTOS Y SERVICIOS CHILINDR,Typica,Natural   Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.42,83.25,0.12,0,0.0,Bluish Green,2,"Jul 13, 2016",Asociaci n Mexicana Caf s y Ca,3441698871fa609a44ce947e8944ee,9894541e8065ee718165a1d432389d
424,425,Arabica,"lin, che hao kru   ",Taiwan,sunshine valley estate       ,,sunshine valley estate       ,Taiwan,taiwan coffee laboratory,1000 m,natou county,LIN YEN CHIEN    ,10,15 kg,Specialty Coffee Association,2015,"Jun 18, 2015","Lin, Che Hao Kru   ",Bourbon,Washed   Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,83.25,0.1,0,0.0,Blue Green,0,"Jun 17, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
425,426,Arabica,cqi taiwan icp cqi      ,Taiwan,    ,,    ,Taiwanw  ,    ,800  ,    ,   ,10,60 kg,Blossom Valley International,2014,"Nov 23, 2014",CQI Taiwan ICP CQI      ,Typica,Washed   Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,83.25,0.1,0,0.0,Green,0,"Nov 23, 2015",Blossom Valley International,fc45352eee499d8470cf94c9827922,de73fc9412358b523d3a641501e542
426,427,Arabica,compa ia colombiana agroindust,Colombia,,,trilladora boaza,3 79 1818,ecom cca sa,1483,eje cafetero,,250,70 kg,Almacaf ,2014,"Jun 24, 2014",Compa ia Colombiana Agroindust,Caturra,Natural   Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,83.25,0.0,0,0.0,Green,0,"Jun 24, 2015",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
427,428,Arabica,juan luis alvarado romero,Guatemala,finca medina,,beneficio siembras vision (154,11 11711 85 (MED),"siembras vision, s.a.",1500 msnm,antigua,"SIEMBRAS VISI N, S.A.",26,69 kg,Asociacion Nacional Del Caf ,2014,"Mar 07, 2014",Juan Luis Alvarado Romero,Caturra,Washed   Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,83.25,0.1,0,0.0,Green,1,"Mar 07, 2015",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
428,429,Arabica,exportadora cafe condor s.a,Colombia,,,trilladora boaza,3 68 0215,exportadora cafe condor s.a,1750 msnm,huila,,275,70 kg,Almacaf ,2013,"Aug 02, 2013",Exportadora Cafe Condor S.A,Caturra,Washed   Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Green,1,"Aug 02, 2014",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
429,430,Arabica,calixto guillen vazquez,Mexico,various,,productores cafes especiales s,2406,"finca triunfo verde, s.c.",1300,chiapas,VRIOS PRODUCTORES,200,1 kg,AMECAFE,2013,"Mar 29, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Washed   Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,83.25,0.12,0,0.0,Green,6,"Mar 29, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
430,431,Arabica,kona pacific farmers cooperati,United States (Hawaii),,,,KF313630,kona pacific farmers cooperati,,kona,,11,100 lbs,Specialty Coffee Association,2012,"Mar 21, 2013",Kona Pacific Farmers Cooperati,Hawaiian Kona,Natural   Dry,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,7.67,83.25,0.11,0,0.0,Bluish Green,4,"Mar 21, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
431,432,Arabica,ernesto rodriguez luna,Mexico,finca teocelo,,monte blanco,0,finca teocelo,,veracruz,ERNESTO RODRIGUEZ LUNA,10,1 kg,AMECAFE,2012,"Aug 01, 2012",ERNESTO RODRIGUEZ LUNA,Mundo Novo,Washed   Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.25,0.13,0,0.0,Green,7,"Aug 01, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
432,433,Arabica,modesto landeros flores,Mexico,mata larga,,finca mata larga,0,,1000,fort n las flores,MODESTO LANDEROS FLORES,54,1 kg,AMECAFE,2012,"Jul 11, 2012",MODESTO LANDEROS FLORES,Caturra,Washed   Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,83.25,0.12,0,0.0,Blue Green,0,"Jul 11, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2,0eb4ee5b3f47b20b049548a2fd1e7d
433,434,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,,beneficio ixchel,11 23 0767,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Caf ,2012,"Jul 09, 2012",Juan Luis Alvarado Romero,Bourbon,Washed   Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,83.25,0.11,0,0.0,Green,9,"Jul 09, 2013",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
434,435,Arabica,nucoffee,Brazil, gua limpa,,,002 1251 0241,nucoffee,1200m,grama valley,Eliane AndraCyrino Noqueira,30,60 kg,NUCOFFEE,2012,"Feb 23, 2012",NUCOFFEE,Yellow Bourbon,Semi washed   Semi pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Blue Green,1,"Feb 22, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88,aa2ff513ffb9c844462a1fb07c599b
435,436,Arabica,exportadora cafe condor s.a,Colombia,,,trilladora boaza,3 68 0089,exportadora cafe condor s.a,175,huila,,250,70 kg,Almacaf ,2012,"Feb 22, 2012",Exportadora Cafe Condor S.A,Caturra,Washed   Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,83.25,0.12,0,0.0,Green,1,"Feb 21, 2013",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
436,437,Arabica,racafe   cia s.c.a,Colombia,,,,3 37 0661,c.i.racafe   cia s.c.a,1600 a 1950 msnm,la plata,La Plata,175,70 kg,Almacaf ,2012,"Feb 09, 2012",Racafe   Cia S.C.A,Caturra,Washed   Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,Green,0,"Feb 08, 2013",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
437,438,Arabica,exportadora cafe condor s.a,Colombia,,,trilladora boza   armenia q,3 68 0205,,1600 1800msnm,huila,,250,70 kg,Almacaf ,1T 2011,"Jun 14, 2011",Exportadora Cafe Condor S.A,,,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,7.5,83.25,0.08,0,0.0,,0,"Jun 13, 2012",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
438,439,Arabica,exportadora cafe condor s.a,Colombia,,,trilladora boza   armenia q,3 68 0107,,1880 msnm,cauca,,250,70 kg,Almacaf ,4t 2010,"Feb 22, 2011",Exportadora Cafe Condor S.A,,,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,7.5,83.25,0.13,0,0.0,,1,"Feb 22, 2012",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
439,440,Arabica,exportadora cafe condor s.a,Colombia,,,trilladora boza   armenia q,3 068 0108,,1800 m.s.n.m,cundinamarca,Exportadora Caf  C ndor S.A,250,70 kg,Almacaf ,4T 2010,"Jan 17, 2011",Exportadora Cafe Condor S.A,,,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,7.58,83.25,0.04,0,0.0,,1,"Jan 17, 2012",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
440,441,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,019 17,dry mill,002 1660 0079,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Associ,2017   2018,"Oct 20, 2017",Ipanema Coffees,Bourbon,Natural   Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,83.17,0.11,0,0.0,Green,4,"Oct 20, 2018",Brazil Specialty Coffee Associ,3297cfa4c538e3dd03f72cc4082c54,8900f0bf1d0b2bafe6807a73562c76
441,442,Arabica,juan luis alvarado romero,Guatemala,beneficio el torreon,11 23 0673,beneficio ixchel,11 23 0673,"unex guatemala, s.a.",1901,oriente,AGROINDUSTRIAS CAFETALERAS,275,69 kg,Asociacion Nacional Del Caf ,2017,"Aug 24, 2017",Juan Luis Alvarado Romero,Bourbon,Washed   Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,Green,1,"Aug 24, 2018",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
